,Suburb,Rooms,Type,Method,SellerG,Regionname,Propertycount,Distance,CouncilArea,Bedroom2,Bathroom,Car,Landsize,BuildingArea,Price
6997,Hawthorn East,5,h,VB,Jellis,Southern Metropolitan,6482.0,7.5,Boroondara,4.0,2.0,2.0,1250.0,360.0,3500000.0
6998,Hawthorn East,2,u,S,LITTLE,Southern Metropolitan,6482.0,7.5,Boroondara,2.0,1.0,1.0,0.0,68.0,444000.0
7000,Hawthorn East,3,h,VB,Jellis,Southern Metropolitan,6482.0,7.5,Boroondara,3.0,2.0,1.0,213.0,162.0,1320000.0
7001,Hawthorn East,3,h,PI,Marshall,Southern Metropolitan,6482.0,7.5,Boroondara,3.0,1.0,2.0,477.0,173.0,1890000.0
7003,Hawthorn East,4,h,S,Marshall,Southern Metropolitan,6482.0,7.5,Boroondara,4.0,2.0,1.0,697.0,172.0,2450000.0
7004,Hawthorn East,3,t,S,Jellis,Southern Metropolitan,6482.0,7.5,Boroondara,3.0,2.0,2.0,289.0,181.0,1590000.0
7005,Hawthorn East,4,h,VB,Jellis,Southern Metropolitan,6482.0,7.5,Boroondara,3.0,3.0,2.0,523.0,316.0,2450000.0
7010,Hawthorn East,2,u,S,hockingstuart,Southern Metropolitan,6482.0,7.5,Boroondara,2.0,1.0,1.0,172.0,90.0,706000.0
7011,Hawthorn East,5,h,VB,RT,Southern Metropolitan,6482.0,7.5,Boroondara,5.0,3.0,3.0,757.0,240.0,2500000.0
7012,Hawthorn East,4,h,S,Marshall,Southern Metropolitan,6482.0,7.5,Boroondara,4.0,2.0,2.0,556.0,220.0,2350000.0
7013,Hawthorn East,2,h,S,Marshall,Southern Metropolitan,6482.0,7.5,Boroondara,2.0,1.0,2.0,326.0,113.0,1385000.0
7014,Hawthorn East,2,u,SP,Marshall,Southern Metropolitan,6482.0,7.5,Boroondara,2.0,1.0,1.0,1153.0,69.0,655250.0
7015,Hawthorn East,6,h,S,Noel,Southern Metropolitan,6482.0,7.5,Boroondara,6.0,2.0,0.0,350.0,198.0,1666000.0
7016,Hawthorn East,1,u,S,Jellis,Southern Metropolitan,6482.0,7.5,Boroondara,1.0,1.0,1.0,2276.0,58.0,430000.0
7018,Hawthorn East,2,u,S,Greg,Southern Metropolitan,6482.0,7.5,Boroondara,2.0,1.0,1.0,0.0,78.0,505000.0
7021,Hawthorn East,3,h,S,Marshall,Southern Metropolitan,6482.0,7.5,Boroondara,3.0,1.0,1.0,354.0,115.0,1650000.0
7022,Hawthorn East,1,u,PI,O'Donoghues,Southern Metropolitan,6482.0,7.5,Boroondara,1.0,1.0,0.0,917.0,44.0,371000.0
7024,Hawthorn East,3,h,SP,Marshall,Southern Metropolitan,6482.0,7.5,Boroondara,3.0,2.0,1.0,255.0,115.0,1625000.0
7028,Hawthorn East,3,h,VB,Fletchers,Southern Metropolitan,6482.0,7.5,Boroondara,3.0,1.0,1.0,211.0,120.0,975000.0
7029,Heidelberg,2,u,S,Miles,Eastern Metropolitan,2890.0,10.6,Banyule,2.0,1.0,1.0,132.0,69.0,546500.0
7031,Heidelberg,3,h,S,Miles,Eastern Metropolitan,2890.0,10.6,Banyule,3.0,1.0,1.0,858.0,136.0,1220000.0
7032,Heidelberg,3,t,PI,hockingstuart,Eastern Metropolitan,2890.0,10.6,Banyule,2.0,1.0,2.0,235.0,123.0,550000.0
7034,Heidelberg,2,t,S,Miles,Eastern Metropolitan,2890.0,10.6,Banyule,2.0,1.0,1.0,182.0,110.0,705000.0
7037,Heidelberg,2,h,PI,Purplebricks,Eastern Metropolitan,2890.0,10.6,Banyule,2.0,1.0,1.0,187.0,89.0,490000.0
7039,Heidelberg,3,h,S,Nelson,Eastern Metropolitan,2890.0,10.6,Banyule,3.0,1.0,2.0,600.0,190.0,1110000.0
7040,Heidelberg,2,u,PI,William,Eastern Metropolitan,2890.0,10.6,Banyule,2.0,1.0,2.0,153.0,97.0,540000.0
7041,Heidelberg,3,h,VB,Nelson,Eastern Metropolitan,2890.0,10.6,Banyule,3.0,1.0,2.0,577.0,140.0,750000.0
7046,Heidelberg,5,h,S,Nelson,Eastern Metropolitan,2890.0,10.6,Banyule,5.0,2.0,2.0,580.0,222.0,1401000.0
7050,Heidelberg,3,h,PI,hockingstuart,Eastern Metropolitan,2890.0,10.6,Banyule,3.0,2.0,2.0,175.0,3.0,655000.0
7051,Heidelberg,3,h,S,Miles,Eastern Metropolitan,2890.0,10.6,Banyule,3.0,1.0,1.0,662.0,159.0,1195000.0
7056,Heidelberg,2,t,SP,Miles,Eastern Metropolitan,2890.0,10.6,Banyule,2.0,1.0,1.0,110.0,88.0,690000.0
7057,Heidelberg,3,h,S,Miles,Eastern Metropolitan,2890.0,10.6,Banyule,3.0,1.0,1.0,639.0,115.0,1375000.0
7058,Heidelberg,3,h,S,Miles,Eastern Metropolitan,2890.0,10.6,Banyule,3.0,1.0,1.0,827.0,109.0,1400000.0
7059,Heidelberg,2,u,S,Stockdale,Eastern Metropolitan,2890.0,10.6,Banyule,2.0,1.0,2.0,247.0,68.0,475000.0
7060,Heidelberg,3,h,S,Miles,Eastern Metropolitan,2890.0,10.6,Banyule,5.0,3.0,2.0,649.0,357.0,1030000.0
7062,Heidelberg,3,h,VB,Ray,Eastern Metropolitan,2890.0,10.6,Banyule,3.0,1.0,2.0,0.0,125.0,1125000.0
7063,Ivanhoe East,5,h,SP,Miles,Eastern Metropolitan,1554.0,9.0,Banyule,5.0,4.0,2.0,2064.0,405.0,3850000.0
7064,Ivanhoe East,3,h,S,Miles,Eastern Metropolitan,1554.0,9.0,Banyule,3.0,1.0,1.0,624.0,117.0,1605000.0
7065,Ivanhoe East,2,u,VB,Nelson,Eastern Metropolitan,1554.0,9.0,Banyule,2.0,1.0,1.0,1473.0,65.0,470000.0
7067,Ivanhoe East,4,h,S,Miles,Eastern Metropolitan,1554.0,9.0,Banyule,4.0,3.0,3.0,948.0,249.0,1740000.0
7068,Ivanhoe East,4,h,S,Fletchers,Eastern Metropolitan,1554.0,9.0,Banyule,4.0,2.0,2.0,830.0,315.0,1660000.0
7070,Ivanhoe East,4,h,S,Miles,Eastern Metropolitan,1554.0,9.0,Banyule,4.0,2.0,2.0,1004.0,247.0,2200000.0
7073,Ivanhoe East,4,h,PI,Nelson,Eastern Metropolitan,1554.0,9.0,Banyule,4.0,3.0,2.0,583.0,318.0,1875000.0
7074,Ivanhoe East,5,h,S,hockingstuart,Eastern Metropolitan,1554.0,9.0,Banyule,4.0,3.0,3.0,826.0,250.0,1797000.0
7075,Ivanhoe East,3,t,VB,Nelson,Eastern Metropolitan,1554.0,9.0,Banyule,3.0,2.0,1.0,180.0,165.0,1050000.0
7077,Jacana,3,h,S,YPA,Northern Metropolitan,851.0,14.5,Hume,3.0,1.0,0.0,610.0,121.0,551000.0
7078,Jacana,3,h,PI,Barry,Northern Metropolitan,851.0,14.5,Hume,3.0,1.0,2.0,600.0,110.0,350000.0
7080,Jacana,3,h,S,Barry,Northern Metropolitan,851.0,14.5,Hume,3.0,1.0,2.0,650.0,90.0,425000.0
7082,Jacana,3,h,S,Woodards,Northern Metropolitan,851.0,14.5,Hume,3.0,1.0,2.0,647.0,173.0,600000.0
7083,Jacana,3,h,PI,Eview,Northern Metropolitan,851.0,14.5,Hume,3.0,1.0,1.0,601.0,92.0,460000.0
7084,Jacana,3,h,S,Barry,Northern Metropolitan,851.0,14.5,Hume,3.0,1.0,3.0,624.0,93.0,611000.0
7085,Jacana,3,h,S,YPA,Northern Metropolitan,851.0,14.5,Hume,3.0,1.0,2.0,598.0,92.0,495000.0
7086,Jacana,2,h,S,YPA,Northern Metropolitan,851.0,14.5,Hume,2.0,1.0,2.0,729.0,88.0,472500.0
7088,Kingsbury,3,u,PI,Darren,Northern Metropolitan,1414.0,12.4,Darebin,3.0,2.0,1.0,218.0,110.0,480000.0
7089,Kingsbury,3,h,S,Barry,Northern Metropolitan,1414.0,12.4,Darebin,2.0,1.0,1.0,907.0,165.0,980000.0
7092,Kingsbury,4,h,S,Ray,Northern Metropolitan,1414.0,12.4,Darebin,4.0,1.0,1.0,465.0,120.0,610000.0
7095,Kingsbury,3,h,S,Barry,Northern Metropolitan,1414.0,12.4,Darebin,3.0,2.0,1.0,468.0,153.0,607500.0
7097,Kingsville,2,h,SP,Sweeney,Western Metropolitan,1808.0,7.8,Maribyrnong,2.0,2.0,1.0,180.0,179.0,677200.0
7098,Kingsville,3,h,S,Jas,Western Metropolitan,1808.0,7.8,Maribyrnong,2.0,2.0,2.0,269.0,123.0,1155000.0
7099,Kingsville,3,h,S,Village,Western Metropolitan,1808.0,7.8,Maribyrnong,2.0,1.0,1.0,259.0,105.0,817000.0
7100,Kingsville,3,h,SP,Village,Western Metropolitan,1808.0,7.8,Maribyrnong,3.0,2.0,2.0,275.0,145.0,1035000.0
7101,Kingsville,2,h,S,Jas,Western Metropolitan,1808.0,7.8,Maribyrnong,2.0,1.0,1.0,224.0,89.0,677500.0
7103,Kingsville,3,h,PI,Chambers,Western Metropolitan,1808.0,7.8,Maribyrnong,3.0,1.0,1.0,350.0,114.0,760000.0
7104,Kingsville,2,h,S,Village,Western Metropolitan,1808.0,7.8,Maribyrnong,2.0,2.0,0.0,84.0,130.0,730000.0
7105,Kingsville,1,h,PI,Village,Western Metropolitan,1808.0,7.8,Maribyrnong,1.0,1.0,0.0,272.0,107.0,750000.0
7106,Kingsville,2,u,S,hockingstuart,Western Metropolitan,1808.0,7.8,Maribyrnong,2.0,1.0,1.0,117.0,74.0,440000.0
7107,Kingsville,2,h,SP,Village,Western Metropolitan,1808.0,7.8,Maribyrnong,2.0,1.0,1.0,220.0,219.0,685000.0
7109,Kingsville,1,u,S,Jas,Western Metropolitan,1808.0,7.8,Maribyrnong,1.0,1.0,1.0,0.0,36.0,210000.0
7110,Kingsville,3,h,S,Jas,Western Metropolitan,1808.0,7.8,Maribyrnong,3.0,2.0,0.0,272.0,132.0,1340000.0
7111,Kingsville,4,h,S,Sweeney,Western Metropolitan,1808.0,7.8,Maribyrnong,4.0,2.0,1.0,276.0,4.0,925000.0
7113,Kingsville,4,h,SP,Jas,Western Metropolitan,1808.0,7.8,Maribyrnong,4.0,2.0,1.0,274.0,172.0,1275000.0
7114,Kingsville,3,h,SP,Village,Western Metropolitan,1808.0,7.8,Maribyrnong,3.0,1.0,1.0,275.0,100.0,925000.0
7115,Kingsville,4,h,S,Jas,Western Metropolitan,1808.0,7.8,Maribyrnong,3.0,2.0,1.0,343.0,109.0,1336000.0
7116,Kingsville,1,u,VB,Greg,Western Metropolitan,1808.0,7.8,Maribyrnong,1.0,1.0,1.0,0.0,38.0,200000.0
7117,Murrumbeena,4,t,SP,hockingstuart,Southern Metropolitan,4442.0,12.1,Glen Eira,4.0,3.0,2.0,286.0,160.0,1100000.0
7120,Murrumbeena,3,t,S,hockingstuart,Southern Metropolitan,4442.0,12.1,Glen Eira,3.0,2.0,2.0,302.0,172.0,1160000.0
7122,Murrumbeena,3,h,PI,Woodards,Southern Metropolitan,4442.0,12.1,Glen Eira,2.0,1.0,1.0,274.0,107.0,820000.0
7124,Murrumbeena,2,u,S,Buxton,Southern Metropolitan,4442.0,12.1,Glen Eira,2.0,1.0,1.0,161.0,89.0,740000.0
7125,Murrumbeena,3,u,S,Woodards,Southern Metropolitan,4442.0,12.1,Glen Eira,3.0,2.0,1.0,277.0,109.0,975000.0
7126,Murrumbeena,3,h,PI,hockingstuart,Southern Metropolitan,4442.0,12.1,Glen Eira,3.0,1.0,2.0,595.0,130.0,1060000.0
7127,Murrumbeena,2,u,S,Buxton,Southern Metropolitan,4442.0,12.1,Glen Eira,2.0,1.0,2.0,275.0,94.0,680000.0
7128,Murrumbeena,2,u,S,Buxton,Southern Metropolitan,4442.0,12.1,Glen Eira,2.0,1.0,1.0,0.0,86.0,825000.0
7129,Murrumbeena,3,h,PI,Woodards,Southern Metropolitan,4442.0,12.1,Glen Eira,3.0,1.0,2.0,618.0,163.0,1430000.0
7131,Murrumbeena,3,h,S,Woodards,Southern Metropolitan,4442.0,12.1,Glen Eira,3.0,2.0,2.0,834.0,168.0,1370000.0
7132,Murrumbeena,2,u,SP,Fletchers,Southern Metropolitan,4442.0,12.1,Glen Eira,2.0,2.0,2.0,5289.0,72.0,605000.0
7136,Murrumbeena,4,h,S,Ray,Southern Metropolitan,4442.0,12.1,Glen Eira,4.0,2.0,2.0,660.0,167.0,1610000.0
7141,Murrumbeena,1,u,S,Gary,Southern Metropolitan,4442.0,12.1,Glen Eira,1.0,1.0,1.0,0.0,37.0,256500.0
7144,Murrumbeena,5,h,PI,Buxton,Southern Metropolitan,4442.0,12.1,Glen Eira,5.0,2.0,2.0,683.0,223.0,1300000.0
7145,Murrumbeena,3,u,SP,Matthew,Southern Metropolitan,4442.0,12.1,Glen Eira,3.0,1.0,1.0,181.0,104.0,835000.0
7147,Murrumbeena,2,h,S,hockingstuart,Southern Metropolitan,4442.0,12.1,Glen Eira,2.0,2.0,1.0,293.0,125.0,861500.0
7148,Murrumbeena,2,u,VB,Beller,Southern Metropolitan,4442.0,12.1,Glen Eira,2.0,2.0,1.0,5289.0,70.0,500000.0
7150,Murrumbeena,4,h,VB,hockingstuart,Southern Metropolitan,4442.0,12.1,Glen Eira,4.0,2.0,2.0,557.0,178.0,1400000.0
7152,Murrumbeena,2,u,S,Anderson,Southern Metropolitan,4442.0,12.1,Glen Eira,4.0,1.0,1.0,102.0,92.0,603000.0
7154,Murrumbeena,3,h,VB,hockingstuart,Southern Metropolitan,4442.0,12.1,Glen Eira,3.0,2.0,2.0,506.0,169.0,1100000.0
7155,Murrumbeena,1,u,S,Woodards,Southern Metropolitan,4442.0,12.1,Glen Eira,1.0,1.0,1.0,0.0,44.0,291000.0
7157,Murrumbeena,3,h,S,Gary,Southern Metropolitan,4442.0,12.1,Glen Eira,3.0,2.0,2.0,553.0,138.0,1090000.0
7159,Murrumbeena,4,h,PI,Ray,Southern Metropolitan,4442.0,12.1,Glen Eira,4.0,2.0,2.0,990.0,267.0,1800000.0
7162,Murrumbeena,2,t,S,Buxton,Southern Metropolitan,4442.0,12.1,Glen Eira,2.0,1.0,1.0,186.0,110.0,745500.0
7164,Ormond,3,h,SP,Noel,Southern Metropolitan,3578.0,11.8,Glen Eira,3.0,2.0,2.0,650.0,150.0,1401000.0
7165,Ormond,4,h,PI,Marshall,Southern Metropolitan,3578.0,11.8,Glen Eira,4.0,1.0,2.0,903.0,235.0,2250000.0
7166,Ormond,4,h,S,Buxton,Southern Metropolitan,3578.0,11.8,Glen Eira,4.0,2.0,2.0,705.0,226.0,1715000.0
7168,Ormond,1,u,VB,Ray,Southern Metropolitan,3578.0,11.8,Glen Eira,1.0,1.0,1.0,0.0,36.0,250000.0
7172,Ormond,4,h,S,Buxton,Southern Metropolitan,3578.0,11.8,Glen Eira,3.0,1.0,1.0,805.0,808.0,1920000.0
7174,Ormond,4,h,S,Buxton,Southern Metropolitan,3578.0,11.8,Glen Eira,4.0,2.0,1.0,678.0,162.0,1918000.0
7175,Ormond,3,u,S,hockingstuart,Southern Metropolitan,3578.0,11.8,Glen Eira,3.0,1.0,1.0,265.0,91.0,900000.0
7179,Ormond,3,h,S,hockingstuart,Southern Metropolitan,3578.0,11.8,Glen Eira,3.0,2.0,2.0,667.0,142.0,1770000.0
7182,Ormond,3,t,S,hockingstuart,Southern Metropolitan,3578.0,11.8,Glen Eira,3.0,2.0,2.0,326.0,188.0,1250000.0
7185,Ormond,3,u,S,hockingstuart,Southern Metropolitan,3578.0,11.8,Glen Eira,3.0,2.0,3.0,0.0,93.0,822500.0
7186,Ormond,2,h,S,hockingstuart,Southern Metropolitan,3578.0,11.8,Glen Eira,2.0,1.0,1.0,210.0,90.0,810000.0
7187,Ormond,3,h,S,hockingstuart,Southern Metropolitan,3578.0,11.8,Glen Eira,3.0,1.0,1.0,551.0,156.0,1322000.0
7191,Ormond,4,h,S,Buxton,Southern Metropolitan,3578.0,11.8,Glen Eira,4.0,3.0,1.0,718.0,189.0,1845000.0
7192,Ormond,3,h,S,Marshall,Southern Metropolitan,3578.0,11.8,Glen Eira,3.0,1.0,2.0,578.0,140.0,1535000.0
7193,Ormond,4,h,S,hockingstuart,Southern Metropolitan,3578.0,11.8,Glen Eira,4.0,2.0,2.0,691.0,193.0,2005000.0
7194,Ormond,3,u,S,Woodards,Southern Metropolitan,3578.0,11.8,Glen Eira,3.0,2.0,1.0,180.0,92.0,932000.0
7195,Ormond,4,h,VB,Ray,Southern Metropolitan,3578.0,11.8,Glen Eira,4.0,2.0,2.0,862.0,153.0,1500000.0
7197,Ormond,4,h,SA,Ray,Southern Metropolitan,3578.0,11.8,Glen Eira,4.0,2.0,2.0,666.0,158.0,1390000.0
7198,Ormond,3,h,PI,Buxton,Southern Metropolitan,3578.0,11.8,Glen Eira,3.0,1.0,1.0,397.0,124.0,940000.0
7199,Ormond,1,u,SP,Thomson,Southern Metropolitan,3578.0,11.8,Glen Eira,1.0,1.0,1.0,0.0,36.0,296000.0
7201,Ormond,2,u,S,Gary,Southern Metropolitan,3578.0,11.8,Glen Eira,2.0,1.0,1.0,0.0,52.0,475000.0
7202,Ormond,3,u,PI,Buxton,Southern Metropolitan,3578.0,11.8,Glen Eira,3.0,2.0,1.0,238.0,127.0,820000.0
7203,Ormond,3,u,PI,Buxton,Southern Metropolitan,3578.0,11.8,Glen Eira,3.0,2.0,1.0,382.0,137.0,940000.0
7205,Ormond,3,h,S,Woodards,Southern Metropolitan,3578.0,11.8,Glen Eira,3.0,2.0,2.0,0.0,163.0,1470000.0
7207,Ormond,2,u,PI,Purplebricks,Southern Metropolitan,3578.0,11.8,Glen Eira,2.0,1.0,1.0,0.0,69.0,430000.0
7208,Ormond,1,u,SP,hockingstuart,Southern Metropolitan,3578.0,11.8,Glen Eira,1.0,1.0,1.0,0.0,44.0,362000.0
7209,Ormond,2,u,SA,Stockdale,Southern Metropolitan,3578.0,11.8,Glen Eira,2.0,1.0,1.0,0.0,65.0,410000.0
7213,Ormond,2,h,S,Thomson,Southern Metropolitan,3578.0,11.8,Glen Eira,2.0,1.0,2.0,452.0,105.0,1177000.0
7214,Ormond,2,u,S,Biggin,Southern Metropolitan,3578.0,11.8,Glen Eira,2.0,1.0,1.0,94.0,91.0,617500.0
7215,Ormond,2,u,S,Ray,Southern Metropolitan,3578.0,11.8,Glen Eira,2.0,1.0,1.0,0.0,92.0,479500.0
7217,Ormond,2,u,VB,Besser,Southern Metropolitan,3578.0,11.8,Glen Eira,2.0,1.0,1.0,0.0,68.0,405000.0
7220,West Footscray,6,h,PI,Alexkarbon,Western Metropolitan,5058.0,8.2,Maribyrnong,6.0,3.0,2.0,554.0,199.0,1020000.0
7221,West Footscray,2,h,S,Village,Western Metropolitan,5058.0,8.2,Maribyrnong,2.0,1.0,1.0,444.0,98.0,912500.0
7225,West Footscray,4,h,PI,Sweeney,Western Metropolitan,5058.0,8.2,Maribyrnong,4.0,1.0,1.0,255.0,131.0,710000.0
7226,West Footscray,4,h,S,Sweeney,Western Metropolitan,5058.0,8.2,Maribyrnong,4.0,2.0,3.0,390.0,149.0,837000.0
7228,West Footscray,4,h,S,Sweeney,Western Metropolitan,5058.0,8.2,Maribyrnong,4.0,2.0,2.0,497.0,179.0,850000.0
7229,West Footscray,6,u,SP,Sweeney,Western Metropolitan,5058.0,8.2,Maribyrnong,4.0,2.0,1.0,0.0,171.0,520000.0
7230,West Footscray,3,u,SP,Jas,Western Metropolitan,5058.0,8.2,Maribyrnong,2.0,1.0,1.0,0.0,56.0,347000.0
7232,West Footscray,2,h,S,hockingstuart,Western Metropolitan,5058.0,8.2,Maribyrnong,2.0,1.0,2.0,0.0,75.0,438000.0
7235,West Footscray,2,h,S,Sweeney,Western Metropolitan,5058.0,8.2,Maribyrnong,2.0,1.0,1.0,80.0,64.0,415000.0
7236,West Footscray,3,h,S,Village,Western Metropolitan,5058.0,8.2,Maribyrnong,3.0,1.0,2.0,302.0,125.0,723000.0
7237,West Footscray,4,u,SP,Sweeney,Western Metropolitan,5058.0,8.2,Maribyrnong,4.0,2.0,1.0,0.0,171.0,530000.0
7238,West Footscray,3,h,S,Jas,Western Metropolitan,5058.0,8.2,Maribyrnong,3.0,1.0,2.0,347.0,113.0,967000.0
7239,West Footscray,3,h,S,Brad,Western Metropolitan,5058.0,8.2,Maribyrnong,3.0,1.0,1.0,442.0,123.0,840000.0
7240,West Footscray,1,u,S,Sweeney,Western Metropolitan,5058.0,8.2,Maribyrnong,1.0,1.0,1.0,0.0,99.0,241000.0
7241,West Footscray,3,h,S,Biggin,Western Metropolitan,5058.0,8.2,Maribyrnong,3.0,1.0,1.0,412.0,162.0,910000.0
7243,West Footscray,3,h,S,Sweeney,Western Metropolitan,5058.0,8.2,Maribyrnong,3.0,1.0,3.0,440.0,131.0,820000.0
7244,West Footscray,3,h,S,Brad,Western Metropolitan,5058.0,8.2,Maribyrnong,3.0,1.0,1.0,353.0,360.0,756000.0
7247,West Footscray,3,t,S,Nelson,Western Metropolitan,5058.0,8.2,Maribyrnong,3.0,1.0,2.0,255.0,148.0,620000.0
7249,West Footscray,3,h,SP,Sweeney,Western Metropolitan,5058.0,8.2,Maribyrnong,3.0,2.0,3.0,336.0,94.0,875000.0
7252,West Footscray,4,h,S,Sweeney,Western Metropolitan,5058.0,8.2,Maribyrnong,2.0,1.0,2.0,426.0,144.0,830000.0
7254,West Footscray,2,u,SP,Biggin,Western Metropolitan,5058.0,8.2,Maribyrnong,2.0,1.0,1.0,154.0,2.0,545000.0
7257,West Footscray,3,h,S,hockingstuart,Western Metropolitan,5058.0,8.2,Maribyrnong,3.0,1.0,3.0,448.0,96.0,913000.0
7258,West Footscray,2,h,S,Sweeney,Western Metropolitan,5058.0,8.2,Maribyrnong,2.0,1.0,2.0,462.0,101.0,850000.0
7263,West Footscray,2,h,S,Village,Western Metropolitan,5058.0,8.2,Maribyrnong,3.0,1.0,1.0,267.0,95.0,770000.0
7264,West Footscray,2,h,S,Burnham,Western Metropolitan,5058.0,8.2,Maribyrnong,2.0,1.0,2.0,161.0,700.0,495000.0
7265,West Footscray,3,h,S,Sweeney,Western Metropolitan,5058.0,8.2,Maribyrnong,3.0,1.0,4.0,1000.0,85.0,1575000.0
7268,West Footscray,1,u,SP,Sweeney,Western Metropolitan,5058.0,8.2,Maribyrnong,1.0,1.0,1.0,628.0,44.0,288000.0
7269,West Footscray,3,h,SP,Sweeney,Western Metropolitan,5058.0,8.2,Maribyrnong,4.0,1.0,2.0,536.0,113.0,1151500.0
7270,West Footscray,3,h,S,Biggin,Western Metropolitan,5058.0,8.2,Maribyrnong,3.0,1.0,2.0,501.0,147.0,860000.0
7271,West Footscray,3,h,S,Jas,Western Metropolitan,5058.0,8.2,Maribyrnong,3.0,1.0,3.0,372.0,96.0,805000.0
7273,West Footscray,2,h,S,hockingstuart,Western Metropolitan,5058.0,8.2,Maribyrnong,2.0,1.0,1.0,0.0,90.0,450000.0
7278,West Footscray,2,u,VB,Greg,Western Metropolitan,5058.0,8.2,Maribyrnong,2.0,1.0,1.0,781.0,82.0,420000.0
7281,West Footscray,3,h,S,Village,Western Metropolitan,5058.0,8.2,Maribyrnong,3.0,1.0,1.0,397.0,127.0,878000.0
7282,Albion,2,h,SA,Barry,Western Metropolitan,2185.0,13.9,Brimbank,2.0,1.0,2.0,672.0,111.0,765000.0
7283,Albion,3,h,S,hockingstuart,Western Metropolitan,2185.0,13.9,Brimbank,3.0,2.0,3.0,628.0,140.0,730000.0
7284,Albion,2,h,S,Bells,Western Metropolitan,2185.0,13.9,Brimbank,2.0,1.0,0.0,697.0,94.0,730000.0
7285,Albion,3,h,SP,Sweeney,Western Metropolitan,2185.0,13.9,Brimbank,3.0,2.0,2.0,605.0,102.0,593000.0
7286,Albion,4,h,S,Bells,Western Metropolitan,2185.0,13.9,Brimbank,4.0,1.0,2.0,837.0,156.0,816000.0
7291,Albion,2,h,SP,Barry,Western Metropolitan,2185.0,13.9,Brimbank,2.0,1.0,1.0,534.0,90.0,600000.0
7292,Albion,3,h,VB,Sweeney,Western Metropolitan,2185.0,13.9,Brimbank,3.0,1.0,1.0,697.0,110.0,600000.0
7293,Albion,1,u,S,hockingstuart,Western Metropolitan,2185.0,13.9,Brimbank,1.0,1.0,1.0,2347.0,43.0,185000.0
7295,Albion,2,t,SP,Barry,Western Metropolitan,2185.0,13.9,Brimbank,2.0,1.0,1.0,0.0,78.0,319000.0
7297,Albion,3,u,S,Douglas,Western Metropolitan,2185.0,13.9,Brimbank,3.0,2.0,7.0,420.0,150.0,560000.0
7302,Albion,3,h,S,Barry,Western Metropolitan,2185.0,13.9,Brimbank,3.0,1.0,0.0,697.0,153.0,840000.0
7304,Albion,2,h,S,Barry,Western Metropolitan,2185.0,13.9,Brimbank,2.0,1.0,2.0,463.0,85.0,460000.0
7307,Brooklyn,2,h,SP,hockingstuart,Western Metropolitan,962.0,10.9,Brimbank,2.0,1.0,2.0,191.0,87.0,507000.0
7310,Glen Huntly,3,h,S,Gary,Southern Metropolitan,2403.0,10.4,Glen Eira,3.0,1.0,2.0,553.0,137.0,1160000.0
7311,Glen Huntly,3,h,S,Woodards,Southern Metropolitan,2403.0,10.4,Glen Eira,3.0,2.0,1.0,295.0,176.0,1330000.0
7316,Glen Huntly,2,t,PI,Ray,Southern Metropolitan,2403.0,10.4,Glen Eira,2.0,2.0,1.0,81.0,2.0,635000.0
7317,Glen Huntly,2,t,S,Gary,Southern Metropolitan,2403.0,10.4,Glen Eira,2.0,1.0,1.0,0.0,68.0,636500.0
7318,Glen Huntly,5,h,S,Gary,Southern Metropolitan,2403.0,10.4,Glen Eira,5.0,3.0,2.0,688.0,347.0,2575000.0
7320,Glen Huntly,2,t,S,Buxton,Southern Metropolitan,2403.0,10.4,Glen Eira,2.0,1.0,1.0,0.0,78.0,710000.0
7321,Glen Huntly,2,u,S,Gary,Southern Metropolitan,2403.0,10.4,Glen Eira,2.0,1.0,1.0,1784.0,110.0,640000.0
7323,Oakleigh,2,h,PI,Ray,Southern Metropolitan,3224.0,14.0,Monash,2.0,1.0,1.0,0.0,80.0,305000.0
7324,Oakleigh,2,u,PI,Woodards,Southern Metropolitan,3224.0,14.0,Monash,2.0,1.0,1.0,0.0,87.0,400000.0
7325,Oakleigh,3,h,PI,Barry,Southern Metropolitan,3224.0,14.0,Monash,3.0,1.0,1.0,670.0,118.0,880000.0
7327,Oakleigh,3,h,S,Ray,Southern Metropolitan,3224.0,14.0,Monash,3.0,1.0,2.0,602.0,107.0,1045000.0
7331,Oakleigh,3,u,S,Buxton,Southern Metropolitan,3224.0,14.0,Monash,3.0,1.0,2.0,340.0,103.0,690000.0
7332,Oakleigh,3,h,SP,Buxton,Southern Metropolitan,3224.0,14.0,Monash,3.0,2.0,2.0,544.0,146.0,1050000.0
7334,Oakleigh,3,h,SP,Buxton,Southern Metropolitan,3224.0,14.0,Monash,2.0,1.0,2.0,691.0,140.0,865000.0
7335,Oakleigh,3,h,S,Buxton,Southern Metropolitan,3224.0,14.0,Monash,3.0,1.0,2.0,548.0,115.0,1033000.0
7339,Oakleigh,2,h,PI,Woodards,Southern Metropolitan,3224.0,14.0,Monash,2.0,2.0,2.0,607.0,138.0,750000.0
7340,Oakleigh,3,h,S,Ray,Southern Metropolitan,3224.0,14.0,Monash,3.0,1.0,2.0,543.0,139.0,1025000.0
7342,Oakleigh,3,u,S,Woodards,Southern Metropolitan,3224.0,14.0,Monash,3.0,2.0,2.0,279.0,95.0,633500.0
7343,Oakleigh,4,h,S,Buxton,Southern Metropolitan,3224.0,14.0,Monash,4.0,1.0,2.0,604.0,183.0,1180000.0
